yearOfRegistration,Datasource,gender,ageBroad,majorityStatus,citizenship
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,MD
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,RO
2002,Case Management,Female,24--26,Adult,UA
2002,Case Management,Female,24--26,Adult,UA
2002,Case Management,Female,24--26,Adult,UA
2002,Case Management,Female,24--26,Adult,UA
2002,Case Management,Female,24--26,Adult,UA
2002,Case Management,Female,24--26,Adult,UA
2002,Case Management,Female,24--26,Adult,UA
2002,Case Management,Female,24--26,Adult,UA
2002,Case Management,Female,24--26,Adult,UA
2002,Case Management,Female,24--26,Adult,UA
2002,Case Management,Female,24--26,Adult,UA
2002,Case Management,Female,24--26,Adult,UA
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,MD
2002,Case Management,Female,27--29,Adult,UA
2002,Case Management,Female,27--29,Adult,UA
2002,Case Management,Female,27--29,Adult,UA
2002,Case Management,Female,27--29,Adult,UA
2002,Case Management,Female,27--29,Adult,UA
2002,Case Management,Female,27--29,Adult,UA
2002,Case Management,Female,27--29,Adult,UA
2002,Case Management,Female,27--29,Adult,UA
2002,Case Management,Female,27--29,Adult,UA
2002,Case Management,Female,27--29,Adult,UA
2002,Case Management,Female,27--29,Adult,UA
2002,Case Management,Female,27--29,Adult,UA
2002,Case Management,Female,27--29,Adult,UA
2002,Case Management,Female,27--29,Adult,UA
2002,Case Management,Female,27--29,Adult,UA
2002,Case Management,Female,27--29,Adult,UA
2002,Case Management,Female,27--29,Adult,UA
2002,Case Management,Female,30--38,Adult,CO
2002,Case Management,Female,30--38,Adult,CO
2002,Case Management,Female,30--38,Adult,CO
2002,Case Management,Female,30--38,Adult,CO
2002,Case Management,Female,30--38,Adult,CO
2002,Case Management,Female,30--38,Adult,CO
2002,Case Management,Female,30--38,Adult,CO
2002,Case Management,Female,30--38,Adult,CO
2002,Case Management,Female,30--38,Adult,CO
2002,Case Management,Female,30--38,Adult,CO
2002,Case Management,Female,30--38,Adult,CO
2002,Case Management,Female,30--38,Adult,CO
2002,Case Management,Female,30--38,Adult,CO
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,MD
2002,Case Management,Female,30--38,Adult,UA
2002,Case Management,Female,30--38,Adult,UA
2002,Case Management,Female,30--38,Adult,UA
2002,Case Management,Female,30--38,Adult,UA
2002,Case Management,Female,30--38,Adult,UA
2002,Case Management,Female,30--38,Adult,UA
2002,Case Management,Female,30--38,Adult,UA
2002,Case Management,Female,30--38,Adult,UA
2002,Case Management,Female,30--38,Adult,UA
2002,Case Management,Female,30--38,Adult,UA
2002,Case Management,Female,30--38,Adult,UA
2002,Case Management,Female,30--38,Adult,UA
2002,Case Management,Female,30--38,Adult,UA
2002,Case Management,Female,30--38,Adult,UA
2002,Case Management,Female,30--38,Adult,UA
2002,Case Management,Female,30--38,Adult,UA
2002,Case Management,Female,30--38,Adult,UA
2002,Case Management,Female,30--38,Adult,UA
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,9--17,Minor,RO
2002,Case Management,Female,-99,-99,CO
2002,Case Management,Female,-99,-99,CO
2002,Case Management,Female,-99,-99,CO
2002,Case Management,Female,-99,-99,CO
2002,Case Management,Female,-99,-99,CO
